customer_key,customer_id,full_name,email,primera_compra,ultima_compra,fecha_referencia,numero_compras,unidades_compradas,unidades_devueltas,ingresos_brutos,importe_devuelto,ingresos_netos,margen_neto_estimado,ticket_medio,antiguedad_dias,recencia_dias,frecuencia_mensual,frecuencia_anual,tasa_devolucion_importe,tasa_devolucion_unidades,margen_neto_pct,cltv_historico_ingresos,cltv_historico_margen,cltv_estimado_12m_ingresos,cltv_estimado_12m_margen,lineas_coste_imputado,churn_risk_score,churn_risk_level,recommended_action,r_score,f_score,m_score,rfm_score,rfm_code,segmento_rfm
179,178,Lucía Sánchez Díaz,lucía.sánchez178@example.com,2020-02-08,2025-07-13,2025-12-30,18,93,3,12897.18,519.88,12377.30,4951.20,716.51,2152,170,0.2546,3.0551,0.0403,0.0323,0.4000,12377.30,4951.20,2188.98,840.35,0,36,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
180,179,Carlos Pérez Álvarez,carlos.pérez179@example.com,2020-03-19,2025-11-20,2025-12-30,16,88,3,8843.68,534.97,8308.71,3323.76,552.73,2112,40,0.2306,2.7670,0.0605,0.0341,0.4000,8308.71,3323.76,1529.43,574.81,3,23,Bajo,Mantener seguimiento comercial,5,5,5,15,555,Clientes estrella
181,180,David Díaz Martínez,david.díaz180@example.com,2020-09-26,2025-12-21,2025-12-30,21,98,1,10631.23,199.99,10431.24,4172.76,506.25,1921,9,0.3327,3.9928,0.0188,0.0102,0.4000,10431.24,4172.76,2021.37,793.39,1,23,Bajo,Fidelizacion y venta cruzada,5,5,5,15,555,Clientes estrella
182,181,Alejandro Álvarez Sánchez,alejandro.álvarez181@example.com,2020-02-07,2025-10-14,2025-12-30,23,123,6,14046.99,729.85,13317.14,5327.16,610.74,2153,77,0.3252,3.9019,0.0520,0.0488,0.4000,13317.14,5327.16,2383.03,903.74,0,23,Bajo,Fidelizacion y venta cruzada,5,5,5,15,555,Clientes estrella
183,182,Marta Martínez Álvarez,marta.martínez182@example.com,2020-02-01,2025-11-22,2025-12-30,24,138,2,14751.84,449.98,14301.86,5721.12,614.66,2159,38,0.3384,4.0602,0.0305,0.0145,0.4000,14301.86,5721.12,2495.65,967.87,2,23,Bajo,Fidelizacion y venta cruzada,5,5,5,15,555,Clientes estrella
184,183,Alejandro Pérez Pérez,alejandro.pérez183@example.com,2020-01-05,2025-10-18,2025-12-30,33,195,6,24922.00,989.85,23932.15,9573.44,755.21,2186,73,0.4595,5.5138,0.0397,0.0308,0.4000,23932.15,9573.44,4164.12,1599.59,2,23,Bajo,Fidelizacion y venta cruzada,5,5,5,15,555,Clientes estrella
185,184,Ana Álvarez Martínez,ana.álvarez184@example.com,2020-07-08,2025-05-23,2025-12-30,21,93,0,10255.28,0.00,10255.28,4102.36,488.35,2001,221,0.3194,3.8332,0.0000,0.0000,0.4000,10255.28,4102.36,1871.93,748.82,0,48,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
186,185,Laura Martínez Ruiz,laura.martínez185@example.com,2020-11-21,2025-07-21,2025-12-30,11,58,2,6222.17,159.98,6062.19,2425.00,565.65,1865,162,0.1795,2.1543,0.0257,0.0345,0.4000,6062.19,2425.00,1218.58,474.92,1,36,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
187,186,David López Ruiz,david.lópez186@example.com,2020-01-19,2025-08-18,2025-12-30,18,82,2,9726.57,169.80,9556.77,3822.92,540.37,2172,134,0.2522,3.0269,0.0175,0.0244,0.4000,9556.77,3822.92,1635.65,642.87,2,36,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
188,187,Ana García Martínez,ana.garcía187@example.com,2020-02-08,2025-06-06,2025-12-30,28,141,3,15409.09,224.88,15184.21,6074.04,550.32,2152,207,0.3960,4.7523,0.0146,0.0213,0.4000,15184.21,6074.04,2615.32,1030.92,2,48,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
189,188,María Gómez Pérez,maría.gómez188@example.com,2020-01-18,2025-12-11,2025-12-30,16,85,4,11362.62,289.87,11072.75,4429.36,710.16,2173,19,0.2241,2.6894,0.0255,0.0471,0.4000,11072.75,4429.36,1909.89,744.51,0,23,Bajo,Mantener seguimiento comercial,5,5,5,15,555,Clientes estrella
190,189,Javier Díaz Álvarez,javier.díaz189@example.com,2020-02-09,2025-11-06,2025-12-30,19,103,2,12680.73,319.98,12360.75,4944.56,667.41,2151,54,0.2689,3.2263,0.0252,0.0194,0.4000,12360.75,4944.56,2153.25,839.61,1,23,Bajo,Fidelizacion y venta cruzada,5,5,5,15,555,Clientes estrella
191,190,Laura Díaz Gómez,laura.díaz190@example.com,2020-01-10,2025-04-04,2025-12-30,18,76,0,8720.16,0.00,8720.16,3488.32,484.45,2181,270,0.2512,3.0144,0.0000,0.0000,0.4000,8720.16,3488.32,1460.36,584.19,0,48,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
192,191,Laura López Díaz,laura.lópez191@example.com,2020-01-22,2025-12-02,2025-12-30,28,131,1,14493.63,159.99,14333.64,5733.84,517.63,2169,28,0.3929,4.7151,0.0110,0.0076,0.4000,14333.64,5733.84,2440.66,965.55,1,23,Bajo,Fidelizacion y venta cruzada,5,5,5,15,555,Clientes estrella
193,192,Lucía Sánchez Díaz,lucía.sánchez192@example.com,2020-09-09,2025-11-13,2025-12-30,22,110,1,14951.12,199.90,14751.22,5900.76,679.60,1938,47,0.3455,4.1463,0.0134,0.0091,0.4000,14751.22,5900.76,2817.80,1112.10,0,23,Bajo,Fidelizacion y venta cruzada,5,5,5,15,555,Clientes estrella
194,193,Carlos Sánchez García,carlos.sánchez193@example.com,2020-01-07,2025-01-25,2025-12-30,18,80,4,10107.58,274.96,9832.62,3933.28,561.53,2184,339,0.2509,3.0103,0.0272,0.0500,0.4000,9832.62,3933.28,1690.38,657.80,1,48,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
195,194,Javier Sánchez Martínez,javier.sánchez194@example.com,2020-05-19,2025-08-02,2025-12-30,17,70,3,7869.23,154.97,7714.26,3085.88,462.90,2051,150,0.2523,3.0274,0.0197,0.0429,0.4000,7714.26,3085.88,1401.38,549.55,0,36,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
196,195,María Martínez Ruiz,maría.martínez195@example.com,2020-09-21,2025-12-11,2025-12-30,24,137,2,15477.22,209.98,15267.24,6107.24,644.88,1926,19,0.3793,4.5514,0.0136,0.0146,0.4000,15267.24,6107.24,2935.13,1158.19,2,23,Bajo,Fidelizacion y venta cruzada,5,5,5,15,555,Clientes estrella
197,196,Carlos Martínez Sánchez,carlos.martínez196@example.com,2020-04-25,2025-10-20,2025-12-30,21,98,0,11846.41,0.00,11846.41,4738.84,564.11,2075,71,0.3080,3.6965,0.0000,0.0000,0.4000,11846.41,4738.84,2085.25,834.15,2,23,Bajo,Fidelizacion y venta cruzada,5,5,5,15,555,Clientes estrella
198,197,Sergio García Gómez,sergio.garcía197@example.com,2020-06-21,2025-12-06,2025-12-30,18,81,3,9784.02,219.88,9564.14,3825.92,543.56,2018,24,0.2715,3.2579,0.0225,0.0370,0.4000,9564.14,3825.92,1770.87,692.48,0,23,Bajo,Fidelizacion y venta cruzada,5,5,5,15,555,Clientes estrella
199,198,Ana García Martínez,ana.garcía198@example.com,2020-02-21,2025-10-06,2025-12-30,28,178,6,19748.36,769.94,18978.42,7591.84,705.30,2139,85,0.3984,4.7812,0.0390,0.0337,0.4000,18978.42,7591.84,3372.18,1296.36,0,23,Bajo,Fidelizacion y venta cruzada,4,5,5,14,455,Clientes estrella
200,199,Lucía Sánchez Fernández,lucía.sánchez199@example.com,2020-05-07,2025-12-12,2025-12-30,17,57,0,6828.62,0.00,6828.62,2731.64,401.68,2063,18,0.2508,3.0098,0.0000,0.0000,0.4000,6828.62,2731.64,1208.99,483.63,1,23,Bajo,Fidelizacion y venta cruzada,5,5,5,15,555,Clientes estrella
201,200,Alejandro Fernández Martínez,alejandro.fernández200@example.com,2020-09-26,2025-09-25,2025-12-30,16,57,0,6330.44,0.00,6330.44,2532.36,395.65,1921,96,0.2535,3.0422,0.0000,0.0000,0.4000,6330.44,2532.36,1203.64,481.49,1,36,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
202,201,Lucía Ruiz Gómez,lucía.ruiz201@example.com,2020-10-01,2025-07-29,2025-12-30,23,122,2,12127.91,239.98,11887.93,4755.48,527.30,1916,154,0.3654,4.3845,0.0198,0.0164,0.4000,11887.93,4755.48,2311.96,906.54,4,36,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
203,202,Carlos Martínez Ruiz,carlos.martínez202@example.com,2020-01-13,2025-10-26,2025-12-30,23,121,2,12723.73,184.89,12538.84,5015.88,553.21,2178,65,0.3214,3.8571,0.0145,0.0165,0.4000,12538.84,5015.88,2133.77,841.16,1,23,Bajo,Fidelizacion y venta cruzada,5,5,5,15,555,Clientes estrella
204,203,Lucía Pérez Gómez,lucía.pérez203@example.com,2020-01-17,2025-12-01,2025-12-30,23,112,3,12602.83,264.79,12338.04,4935.48,547.95,2174,29,0.3220,3.8642,0.0210,0.0268,0.4000,12338.04,4935.48,2117.38,829.20,0,23,Bajo,Fidelizacion y venta cruzada,5,5,5,15,555,Clientes estrella
205,204,Alejandro Martínez Fernández,alejandro.martínez204@example.com,2020-07-23,2025-11-23,2025-12-30,17,101,3,11874.74,309.97,11564.77,4626.20,698.51,1986,37,0.2605,3.1265,0.0261,0.0297,0.4000,11564.77,4626.20,2183.91,850.82,0,23,Bajo,Fidelizacion y venta cruzada,5,5,5,15,555,Clientes estrella
206,205,David Martínez Díaz,david.martínez205@example.com,2020-01-15,2025-11-24,2025-12-30,13,75,1,9011.01,349.99,8661.02,3464.56,693.15,2176,36,0.1818,2.1821,0.0388,0.0133,0.4000,8661.02,3464.56,1512.53,581.54,2,23,Bajo,Mantener seguimiento comercial,5,5,5,15,555,Clientes estrella
207,206,Carlos Álvarez López,carlos.álvarez206@example.com,2020-07-03,2025-11-25,2025-12-30,13,58,4,7971.79,239.96,7731.83,3092.92,613.21,2006,35,0.1973,2.3670,0.0301,0.0690,0.4000,7731.83,3092.92,1451.49,563.16,1,23,Bajo,Mantener seguimiento comercial,5,5,5,15,555,Clientes estrella
208,207,Alejandro Ruiz Álvarez,alejandro.ruiz207@example.com,2020-03-09,2025-08-12,2025-12-30,21,109,4,12105.40,559.87,11545.53,4618.48,576.45,2122,140,0.3012,3.6146,0.0462,0.0367,0.4000,11545.53,4618.48,2083.65,794.96,1,36,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
209,208,Lucía Díaz Fernández,lucía.díaz208@example.com,2020-04-24,2025-06-02,2025-12-30,19,111,2,9538.18,109.98,9428.20,3771.64,502.01,2076,211,0.2786,3.3428,0.0115,0.0180,0.4000,9428.20,3771.64,1678.14,663.58,0,48,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
210,209,David Díaz Díaz,david.díaz209@example.com,2020-01-27,2025-11-19,2025-12-30,12,66,1,8907.09,89.90,8817.19,3527.04,742.26,2164,41,0.1688,2.0254,0.0101,0.0152,0.4000,8817.19,3527.04,1503.38,595.31,0,23,Bajo,Mantener seguimiento comercial,5,5,5,15,555,Clientes estrella
211,210,David Díaz López,david.díaz210@example.com,2020-05-08,2024-04-14,2025-12-30,18,103,3,13350.91,409.88,12941.03,5176.68,741.72,2062,625,0.2657,3.1884,0.0307,0.0291,0.4000,12941.03,5176.68,2364.90,916.97,1,58,Alto,Campana de reactivacion personalizada,3,5,5,13,355,Alto valor
212,211,Ana Álvarez Fernández,ana.álvarez211@example.com,2020-02-26,2025-09-08,2025-12-30,21,97,1,11265.87,39.90,11225.97,4490.68,536.47,2134,113,0.2995,3.5943,0.0035,0.0103,0.4000,11225.97,4490.68,1928.24,768.61,1,36,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
213,212,Sergio Álvarez Martínez,sergio.álvarez212@example.com,2020-01-20,2025-08-05,2025-12-30,34,172,2,21281.51,499.98,20781.53,8313.08,625.93,2171,147,0.4767,5.7202,0.0235,0.0116,0.4000,20781.53,8313.08,3580.41,1398.60,0,36,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
214,213,Lucía Fernández López,lucía.fernández213@example.com,2020-03-31,2025-07-23,2025-12-30,20,94,2,12331.81,129.98,12201.83,4881.00,616.59,2100,160,0.2899,3.4786,0.0105,0.0213,0.4000,12201.83,4881.00,2144.85,848.95,1,36,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
215,214,Javier Ruiz García,javier.ruiz214@example.com,2020-05-20,2025-12-22,2025-12-30,29,160,6,19872.08,559.76,19312.32,7725.36,685.24,2050,8,0.4306,5.1670,0.0282,0.0375,0.4000,19312.32,7725.36,3540.62,1376.43,2,23,Bajo,Fidelizacion y venta cruzada,5,5,5,15,555,Clientes estrella
216,215,Sergio López Sánchez,sergio.lópez215@example.com,2020-02-27,2025-09-30,2025-12-30,18,87,3,10701.88,364.88,10337.00,4135.04,594.55,2133,91,0.2569,3.0823,0.0341,0.0345,0.4000,10337.00,4135.04,1832.57,708.07,0,36,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
217,216,Sergio Pérez López,sergio.pérez216@example.com,2020-06-19,2025-09-20,2025-12-30,20,104,5,14085.63,429.68,13655.95,5462.64,704.28,2020,101,0.3014,3.6163,0.0305,0.0481,0.4000,13655.95,5462.64,2546.92,987.74,0,36,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
218,217,María Pérez Pérez,maría.pérez217@example.com,2020-02-13,2025-12-02,2025-12-30,27,153,2,17825.97,139.89,17686.08,7074.84,660.22,2147,28,0.3828,4.5933,0.0078,0.0131,0.4000,17686.08,7074.84,3032.57,1203.58,2,23,Bajo,Fidelizacion y venta cruzada,5,5,5,15,555,Clientes estrella
219,218,Alejandro Díaz López,alejandro.díaz218@example.com,2020-08-07,2025-08-28,2025-12-30,18,93,5,10215.36,549.86,9665.50,3866.48,567.52,1971,124,0.2780,3.3356,0.0538,0.0538,0.4000,9665.50,3866.48,1893.03,716.51,3,36,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
220,219,María Ruiz Pérez,maría.ruiz219@example.com,2020-01-25,2025-10-17,2025-12-30,22,94,2,9680.91,119.89,9561.02,3824.64,440.04,2166,74,0.3092,3.7098,0.0124,0.0213,0.4000,9561.02,3824.64,1632.48,644.94,2,23,Bajo,Fidelizacion y venta cruzada,5,5,5,15,555,Clientes estrella
221,220,Carlos Fernández Ruiz,carlos.fernández220@example.com,2020-06-19,2025-02-03,2025-12-30,18,116,1,13090.33,129.99,12960.34,5184.44,727.24,2020,330,0.2712,3.2547,0.0099,0.0086,0.4000,12960.34,5184.44,2366.95,937.43,2,48,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
222,221,Javier Álvarez Ruiz,javier.álvarez221@example.com,2020-04-29,2025-11-28,2025-12-30,19,82,3,9784.47,244.88,9539.59,3816.08,514.97,2071,32,0.2792,3.3509,0.0250,0.0366,0.4000,9539.59,3816.08,1725.63,673.02,0,23,Bajo,Fidelizacion y venta cruzada,5,5,5,15,555,Clientes estrella
223,222,David Fernández Sánchez,david.fernández222@example.com,2020-03-22,2025-09-13,2025-12-30,24,121,5,13625.99,635.95,12990.04,5196.40,567.75,2109,108,0.3464,4.1565,0.0467,0.0413,0.4000,12990.04,5196.40,2359.84,899.95,2,36,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
224,223,Ana Álvarez García,ana.álvarez223@example.com,2020-01-25,2025-12-07,2025-12-30,17,83,1,9251.19,129.90,9121.29,3648.76,544.19,2166,23,0.2389,2.8667,0.0140,0.0120,0.4000,9121.29,3648.76,1560.02,615.29,0,23,Bajo,Mantener seguimiento comercial,5,5,5,15,555,Clientes estrella
225,224,Marta Martínez Díaz,marta.martínez224@example.com,2020-01-27,2025-10-01,2025-12-30,19,91,1,10279.48,119.99,10159.49,4064.04,541.03,2164,90,0.2672,3.2069,0.0117,0.0110,0.4000,10159.49,4064.04,1735.02,685.95,0,36,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
226,225,Marta López Martínez,marta.lópez225@example.com,2020-05-08,2025-11-29,2025-12-30,22,112,5,13562.54,579.86,12982.68,5193.40,616.48,2062,31,0.3247,3.8969,0.0428,0.0446,0.4000,12982.68,5193.40,2402.38,919.93,1,23,Bajo,Fidelizacion y venta cruzada,5,5,5,15,555,Clientes estrella
227,226,María Pérez Díaz,maría.pérez226@example.com,2020-04-10,2025-12-13,2025-12-30,25,136,4,15542.76,394.69,15148.07,6059.64,621.71,2090,17,0.3641,4.3690,0.0254,0.0294,0.4000,15148.07,6059.64,2716.26,1058.99,0,23,Bajo,Fidelizacion y venta cruzada,5,5,5,15,555,Clientes estrella
228,227,Lucía Gómez Fernández,lucía.gómez227@example.com,2020-06-02,2025-12-16,2025-12-30,18,99,0,12464.96,0.00,12464.96,4986.20,692.50,2037,14,0.2690,3.2275,0.0000,0.0000,0.4000,12464.96,4986.20,2235.06,894.06,0,23,Bajo,Fidelizacion y venta cruzada,5,5,5,15,555,Clientes estrella
229,228,Carlos García López,carlos.garcía228@example.com,2020-01-12,2025-12-22,2025-12-30,30,160,2,22268.34,119.89,22148.45,8859.88,742.28,2179,8,0.4191,5.0287,0.0054,0.0125,0.4000,22148.45,8859.88,3732.68,1485.12,0,23,Bajo,Fidelizacion y venta cruzada,5,5,5,15,555,Clientes estrella
230,229,Ana Martínez Sánchez,ana.martínez229@example.com,2020-04-22,2025-08-02,2025-12-30,26,122,2,13236.10,119.89,13116.21,5246.76,509.08,2078,150,0.3808,4.5700,0.0091,0.0164,0.4000,13116.21,5246.76,2326.51,922.22,1,36,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
231,230,Lucía Gómez Álvarez,lucía.gómez230@example.com,2020-06-25,2025-10-07,2025-12-30,24,123,2,16722.34,409.98,16312.36,6525.32,696.76,2014,84,0.3627,4.3525,0.0245,0.0163,0.4000,16312.36,6525.32,3032.69,1183.40,0,23,Bajo,Fidelizacion y venta cruzada,4,5,5,14,455,Clientes estrella
232,231,David Ruiz Díaz,david.ruiz231@example.com,2020-01-27,2025-09-18,2025-12-30,24,126,3,16619.96,589.97,16029.99,6412.32,692.50,2164,103,0.3376,4.0508,0.0355,0.0238,0.4000,16029.99,6412.32,2805.19,1082.30,0,36,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
233,232,Marta Sánchez Álvarez,marta.sánchez232@example.com,2020-01-30,2025-09-13,2025-12-30,21,102,5,9206.74,409.77,8796.97,3519.04,438.42,2161,108,0.2958,3.5494,0.0445,0.0490,0.4000,8796.97,3519.04,1556.11,594.78,1,36,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
234,233,María Díaz Pérez,maría.díaz233@example.com,2020-04-09,2025-09-08,2025-12-30,24,128,1,13549.12,99.99,13449.13,5380.00,564.55,2091,113,0.3494,4.1923,0.0074,0.0078,0.4000,13449.13,5380.00,2366.72,939.76,0,36,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
235,234,Lucía Ruiz García,lucía.ruiz234@example.com,2020-01-24,2025-07-07,2025-12-30,22,112,2,12776.09,339.89,12436.20,4974.80,580.73,2167,176,0.3090,3.7081,0.0266,0.0179,0.4000,12436.20,4974.80,2153.42,838.51,2,36,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
236,235,Javier Gómez López,javier.gómez235@example.com,2020-01-19,2025-09-04,2025-12-30,17,89,4,11917.67,269.96,11647.71,4659.36,701.04,2172,117,0.2382,2.8588,0.0227,0.0449,0.4000,11647.71,4659.36,2004.11,783.53,2,36,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
237,236,Sergio García Sánchez,sergio.garcía236@example.com,2020-03-21,2025-11-11,2025-12-30,13,73,2,9172.11,599.98,8572.13,3429.04,705.55,2110,49,0.1875,2.2504,0.0654,0.0274,0.4000,8572.13,3429.04,1587.73,593.58,0,23,Bajo,Mantener seguimiento comercial,5,5,5,15,555,Clientes estrella
238,237,Lucía Martínez García,lucía.martínez237@example.com,2020-02-15,2025-08-02,2025-12-30,17,86,1,7396.35,149.90,7246.45,2898.80,435.08,2145,150,0.2412,2.8948,0.0203,0.0116,0.4000,7246.45,2898.80,1259.45,493.61,1,36,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
239,238,María García García,maría.garcía238@example.com,2020-01-01,2025-12-23,2025-12-30,19,105,5,10241.25,544.86,9696.39,3878.84,539.01,2190,7,0.2641,3.1688,0.0532,0.0476,0.4000,9696.39,3878.84,1708.04,646.92,2,23,Bajo,Fidelizacion y venta cruzada,5,5,5,15,555,Clientes estrella
240,239,David Gómez Sánchez,david.gómez239@example.com,2020-01-06,2025-02-22,2025-12-30,22,91,0,10829.84,0.00,10829.84,4332.20,492.27,2185,311,0.3065,3.6776,0.0000,0.0000,0.4000,10829.84,4332.20,1810.34,724.18,0,48,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
241,240,Laura Pérez López,laura.pérez240@example.com,2020-10-30,2025-10-25,2025-12-30,19,104,2,11454.91,119.98,11334.93,4534.20,602.89,1887,66,0.3065,3.6777,0.0105,0.0192,0.4000,11334.93,4534.20,2217.23,877.65,0,23,Bajo,Fidelizacion y venta cruzada,5,5,5,15,555,Clientes estrella
242,241,Marta Álvarez Ruiz,marta.álvarez241@example.com,2020-06-22,2025-11-13,2025-12-30,25,128,6,14192.66,535.76,13656.90,5463.12,567.71,2017,47,0.3773,4.5271,0.0377,0.0469,0.4000,13656.90,5463.12,2570.09,989.29,1,23,Bajo,Fidelizacion y venta cruzada,5,5,5,15,555,Clientes estrella
243,242,Alejandro Ruiz Pérez,alejandro.ruiz242@example.com,2020-01-27,2025-07-19,2025-12-30,19,96,1,8120.24,29.99,8090.25,3236.40,427.38,2164,164,0.2672,3.2069,0.0037,0.0104,0.4000,8090.25,3236.40,1370.57,546.25,3,36,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
244,243,Carlos Álvarez Díaz,carlos.álvarez243@example.com,2020-06-09,2025-05-13,2025-12-30,16,70,0,9078.87,0.00,9078.87,3631.72,567.43,2030,231,0.2399,2.8788,0.0000,0.0000,0.4000,9078.87,3631.72,1633.53,653.44,1,48,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
245,244,David Ruiz Álvarez,david.ruiz244@example.com,2020-05-26,2025-10-03,2025-12-30,23,117,4,11342.40,349.96,10992.44,4397.32,493.15,2044,88,0.3425,4.1100,0.0309,0.0342,0.4000,10992.44,4397.32,2026.82,785.77,2,23,Bajo,Fidelizacion y venta cruzada,4,5,5,14,455,Clientes estrella
246,245,Marta García Martínez,marta.garcía245@example.com,2020-06-11,2025-11-05,2025-12-30,23,102,4,11603.28,474.78,11128.50,4451.68,504.49,2028,55,0.3452,4.1424,0.0409,0.0392,0.4000,11128.50,4451.68,2089.79,801.76,1,23,Bajo,Fidelizacion y venta cruzada,5,5,5,15,555,Clientes estrella
247,246,Javier Fernández Pérez,javier.fernández246@example.com,2020-04-22,2025-10-14,2025-12-30,18,105,2,12480.53,159.80,12320.73,4928.56,693.36,2078,77,0.2637,3.1639,0.0128,0.0190,0.4000,12320.73,4928.56,2193.70,866.29,0,23,Bajo,Fidelizacion y venta cruzada,5,5,5,15,555,Clientes estrella
248,247,Laura Álvarez Fernández,laura.álvarez247@example.com,2020-03-08,2025-02-27,2025-12-30,20,126,2,12259.13,144.89,12114.24,4846.08,612.96,2123,306,0.2867,3.4409,0.0118,0.0159,0.4000,12114.24,4846.08,2109.11,833.74,1,48,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
249,248,Marta Sánchez Fernández,marta.sánchez248@example.com,2020-01-26,2025-12-28,2025-12-30,20,100,4,13046.49,579.87,12466.62,4986.88,652.32,2165,2,0.2812,3.3741,0.0444,0.0400,0.4000,12466.62,4986.88,2201.03,841.32,0,23,Bajo,Fidelizacion y venta cruzada,5,5,5,15,555,Clientes estrella
250,249,Carlos García Ruiz,carlos.garcía249@example.com,2020-01-28,2025-05-12,2025-12-30,25,149,5,15903.37,344.77,15558.60,6223.84,636.13,2163,232,0.3518,4.2216,0.0217,0.0336,0.4000,15558.60,6223.84,2685.49,1050.97,3,48,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
251,250,Laura Fernández Álvarez,laura.fernández250@example.com,2020-02-18,2025-12-02,2025-12-30,21,114,3,14731.34,129.88,14601.46,5840.92,701.49,2142,28,0.2984,3.5809,0.0088,0.0263,0.4000,14601.46,5840.92,2511.96,995.98,2,23,Bajo,Fidelizacion y venta cruzada,5,5,5,15,555,Clientes estrella
252,251,Carlos Fernández Díaz,carlos.fernández251@example.com,2020-02-19,2025-09-10,2025-12-30,27,140,2,16686.80,159.98,16526.82,6611.20,618.03,2141,111,0.3838,4.6061,0.0096,0.0143,0.4000,16526.82,6611.20,2846.73,1127.86,0,36,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
253,252,Lucía Pérez Álvarez,lucía.pérez252@example.com,2020-03-16,2025-05-06,2025-12-30,18,75,2,7298.09,199.89,7098.20,2839.48,405.45,2115,238,0.2590,3.1085,0.0274,0.0267,0.4000,7098.20,2839.48,1260.34,490.36,2,48,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
254,253,Lucía Álvarez Martínez,lucía.álvarez253@example.com,2020-06-08,2025-11-06,2025-12-30,23,126,3,14647.03,359.88,14287.15,5715.28,636.83,2031,54,0.3447,4.1363,0.0246,0.0238,0.4000,14287.15,5715.28,2634.09,1027.82,2,23,Bajo,Fidelizacion y venta cruzada,5,5,5,15,555,Clientes estrella
255,254,Carlos Fernández Martínez,carlos.fernández254@example.com,2020-02-05,2025-11-20,2025-12-30,21,106,3,13146.24,574.97,12571.27,5028.80,626.01,2155,40,0.2966,3.5593,0.0437,0.0283,0.4000,12571.27,5028.80,2228.15,852.33,0,23,Bajo,Fidelizacion y venta cruzada,5,5,5,15,555,Clientes estrella
256,255,Carlos Fernández Díaz,carlos.fernández255@example.com,2021-04-03,2025-09-08,2025-12-30,16,85,3,10051.90,529.97,9521.93,3809.00,628.24,1732,113,0.2812,3.3741,0.0527,0.0353,0.4000,9521.93,3809.00,2119.78,803.25,0,36,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
257,256,Alejandro Sánchez Martínez,alejandro.sánchez256@example.com,2020-01-23,2025-05-14,2025-12-30,19,115,4,11979.42,409.96,11569.46,4628.12,630.50,2168,230,0.2667,3.2010,0.0342,0.0348,0.4000,11569.46,4628.12,2018.21,779.71,0,48,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
258,257,Javier Díaz Álvarez,javier.díaz257@example.com,2020-05-30,2025-08-03,2025-12-30,13,66,0,6882.99,0.00,6882.99,2753.40,529.46,2040,149,0.1940,2.3276,0.0000,0.0000,0.4000,6882.99,2753.40,1232.36,492.98,2,36,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
259,258,Javier Fernández Fernández,javier.fernández258@example.com,2021-07-19,2025-08-31,2025-12-30,15,76,3,9844.17,194.97,9649.20,3859.88,656.28,1625,121,0.2810,3.3715,0.0198,0.0395,0.4000,9649.20,3859.88,2212.67,867.58,1,36,Medio,Mantener seguimiento comercial,4,5,5,14,455,Clientes estrella
